player_id,avg_rating,rating_band,n_games,anomaly_votes,ensemble_confident,top_feature_1,z_score_1,explanation_1,confident_1,top_feature_2,z_score_2,explanation_2,confident_2,top_feature_3,z_score_3,explanation_3,confident_3,summary
damian1997,1789.0,1600-1800,55,2,False,best_move_rate_band_z,1.3,Finds optimal moves at an unusually high rate for their rating band — engines consistently find the best move; humans at this Elo don't,True,victory_efficiency,-0.66,Unusual game outcome efficiency — flagged by the model; interpretation is not straightforward,False,opening_ply_ratio,-0.65,Unusual opening depth relative to rating — flagged by the model; not a strong standalone cheating signal,False,Flagged primarily due to: best move rate (band-normalised). 2 of 3 voters agreed.
wlad_90,1308.0,1200-1400,16,3,True,acpl_phase_gap_band_z,0.66,"Large gap between opening and middlegame accuracy — plays at roughly human level in the opening, then dramatically better in the middlegame; consistent with turning on an engine once the position moves beyond memorised theory",True,victory_efficiency,-0.34,Unusual game outcome efficiency — flagged by the model; interpretation is not straightforward,False,avg_turns,-0.29,Unusual game length distribution — flagged by the statistical model but no single clear interpretation,False,Flagged primarily due to: acpl phase gap (band-normalised). All 3 voters agreed.
AusiasMarch,1917.0,1800-2000,16,2,False,avg_acpl_opening_band_z,-0.79,Opening ACPL is unusually low for their rating band — could reflect strong opening preparation rather than engine use; weaker signal than middlegame ACPL,False,victory_efficiency,0.63,Unusual game outcome efficiency — flagged by the model; interpretation is not straightforward,False,avg_turns,0.58,Unusual game length distribution — flagged by the statistical model but no single clear interpretation,False,Flagged by statistical model — top deviating features are not directly interpretable as cheating signals. Warrants human review.
ayham,1709.0,1600-1800,77,2,False,best_move_rate_band_z,1.26,Finds optimal moves at an unusually high rate for their rating band — engines consistently find the best move; humans at this Elo don't,True,acpl_phase_gap_band_z,0.72,"Large gap between opening and middlegame accuracy — plays at roughly human level in the opening, then dramatically better in the middlegame; consistent with turning on an engine once the position moves beyond memorised theory",True,acpl_consistency_band_z,-0.69,"Move quality is unusually consistent across games for their rating band — humans have good days and bad days; an engine plays at the same level every game regardless of tiredness, preparation, or time pressure. Suspiciously low game-to-game ACPL variance relative to peers at the same Elo.",True,"Flagged primarily due to: best move rate (band-normalised), acpl phase gap (band-normalised). 2 of 3 voters agreed."
CRUSSADE,2350.0,2200+,43,2,False,rating_gain,5.93,Large total Elo gain over the observed period — a jump of 300+ Elo in a single month far exceeds normal human improvement rates regardless of experience level,True,underdog_win_rate,2.62,Wins against much stronger opponents (100+ Elo higher) at an unusual rate — for a human this is statistically improbable over many games,True,rating_gain_rate,2.56,Gaining Elo at an unusually fast rate — legitimate improvement of 3-5 Elo/day is already rare; rates above 10 Elo/day sustained over weeks are essentially impossible without engine assistance,True,"Flagged primarily due to: rating gain, underdog win rate. 2 of 3 voters agreed."
mykahveli,1610.0,1600-1800,20,2,False,underdog_win_rate,2.68,Wins against much stronger opponents (100+ Elo higher) at an unusual rate — for a human this is statistically improbable over many games,True,best_move_rate_band_z,1.23,Finds optimal moves at an unusually high rate for their rating band — engines consistently find the best move; humans at this Elo don't,True,timeout_loss_rate,-0.79,Rarely or never loses on time — engine users respond instantly and never run out of clock; a zero timeout-loss rate at any rating level is a supporting signal,False,"Flagged primarily due to: underdog win rate, best move rate (band-normalised). 2 of 3 voters agreed."
I2000,1952.0,1800-2000,55,2,False,rating_volatility,2.19,Rating changes erratically — could indicate sandbagging (deliberately losing to lower rating) or a new account climbing quickly,True,comeback_rate,1.93,Escapes clearly losing positions (eval < -1.5 pawns) at an unusual rate — this is extremely hard for humans but routine for engines,True,rating_gain,1.41,Large total Elo gain over the observed period — a jump of 300+ Elo in a single month far exceeds normal human improvement rates regardless of experience level,True,"Flagged primarily due to: rating volatility, comeback rate. 2 of 3 voters agreed."
mertalcikaya,1297.0,1200-1400,22,2,False,acpl_consistency_band_z,-1.25,"Move quality is unusually consistent across games for their rating band — humans have good days and bad days; an engine plays at the same level every game regardless of tiredness, preparation, or time pressure. Suspiciously low game-to-game ACPL variance relative to peers at the same Elo.",True,rating_gain,1.25,Large total Elo gain over the observed period — a jump of 300+ Elo in a single month far exceeds normal human improvement rates regardless of experience level,True,avg_acpl_opening_band_z,-1.12,Opening ACPL is unusually low for their rating band — could reflect strong opening preparation rather than engine use; weaker signal than middlegame ACPL,False,"Flagged primarily due to: acpl consistency (band-normalised), rating gain. 2 of 3 voters agreed."
HaavardStorm,1483.0,1400-1600,17,2,False,underdog_win_rate,2.93,Wins against much stronger opponents (100+ Elo higher) at an unusual rate — for a human this is statistically improbable over many games,True,victory_efficiency,2.76,Unusual game outcome efficiency — flagged by the model; interpretation is not straightforward,False,avg_turns,2.72,Unusual game length distribution — flagged by the statistical model but no single clear interpretation,False,Flagged primarily due to: underdog win rate. 2 of 3 voters agreed.
AcquavivAAA,1639.0,1600-1800,17,2,False,rating_gain_rate,1.5,Gaining Elo at an unusually fast rate — legitimate improvement of 3-5 Elo/day is already rare; rates above 10 Elo/day sustained over weeks are essentially impossible without engine assistance,True,rating_gain,1.25,Large total Elo gain over the observed period — a jump of 300+ Elo in a single month far exceeds normal human improvement rates regardless of experience level,True,opening_ply_ratio,1.06,Unusual opening depth relative to rating — flagged by the model; not a strong standalone cheating signal,False,"Flagged primarily due to: rating gain rate, rating gain. 2 of 3 voters agreed."
soorya_30,1621.0,1600-1800,99,3,True,underdog_win_rate,2.68,Wins against much stronger opponents (100+ Elo higher) at an unusual rate — for a human this is statistically improbable over many games,True,avg_turns,-0.62,Unusual game length distribution — flagged by the statistical model but no single clear interpretation,False,opening_ply_ratio,-0.6,Unusual opening depth relative to rating — flagged by the model; not a strong standalone cheating signal,False,Flagged primarily due to: underdog win rate. All 3 voters agreed.
OldLion34,2061.0,2000-2200,21,2,False,timeout_loss_rate,-0.73,Rarely or never loses on time — engine users respond instantly and never run out of clock; a zero timeout-loss rate at any rating level is a supporting signal,False,rating_volatility,0.46,Rating changes erratically — could indicate sandbagging (deliberately losing to lower rating) or a new account climbing quickly,True,underdog_win_rate,0.39,Wins against much stronger opponents (100+ Elo higher) at an unusual rate — for a human this is statistically improbable over many games,True,"Flagged primarily due to: rating volatility, underdog win rate. 2 of 3 voters agreed."
khosronikan,2001.0,2000-2200,25,3,True,acpl_phase_gap_band_z,1.24,"Large gap between opening and middlegame accuracy — plays at roughly human level in the opening, then dramatically better in the middlegame; consistent with turning on an engine once the position moves beyond memorised theory",True,best_move_rate_band_z,0.73,Finds optimal moves at an unusually high rate for their rating band — engines consistently find the best move; humans at this Elo don't,True,opening_ply_ratio,-0.68,Unusual opening depth relative to rating — flagged by the model; not a strong standalone cheating signal,False,"Flagged primarily due to: acpl phase gap (band-normalised), best move rate (band-normalised). All 3 voters agreed."
